what,kind,bundleId,bundleVersion,description,time
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349033971224
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1349033971230
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349033971398
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349033971608
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349033990969
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349034037374
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349034037519
error,log,,,"Unhandled event loop exception",1349034037761
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349034042276
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349034042401
error,log,,,"Unhandled event loop exception",1349034042439
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349034049249
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349034049370
error,log,,,"Unhandled event loop exception",1349034049412
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349034265136
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1349034265142
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349034265309
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349034270668
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349034271174
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349034273763
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349034274619
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349034299023
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349034332329
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349034333817
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349034333865
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349034333943
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349034335371
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349034344395
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349034533302
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1349034533307
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349034533477
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349034537781
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349034753390
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349034939902
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1349034939907
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349034940080
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349034945061
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349035137157
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349035154720
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349035171571
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349035179978
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1349035179983
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349035180151
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349035182014
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349038003822
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349038007790
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349038014107
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1349038036317
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1349038036498
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1349038036690
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1349038036882
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1349038037059
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1349038037250
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1349038037442
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1349038037626
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1349038037817
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1349038038010
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1349038038209
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1349038038411
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1349038038601
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1349038038801
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1349038039001
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1349038039209
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1349038039409
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1349038039602
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1349038039810
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1349038040161
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1349038040361
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1349038041330
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349038068987
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1349038068992
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349038069185
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349038071600
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349106313472
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1349106313567
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349106313895
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349106333808
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1349106336100
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349106455974
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349106456032
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349106752660
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349106813719
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349106889527
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349108213766
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349108404328
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349112180563
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1349112276501
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1349112276708
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1349112277125
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1349112277597
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1349112278910
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1349112280326
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1349112281406
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1349112282167
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1349112568255
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1349112572325
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1349112712119
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1349112717741
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349113113177
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1349113113182
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349113113381
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349113993309
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349121549936
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1349121574614
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349121585367
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1349121621251
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1349121663613
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349121853778
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349121854367
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349121857060
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349121857225
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349121858587
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349121858697
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349121858743
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349121859114
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349121862077
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349121863758
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349121871712
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1349121874648
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349121986601
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349122004935
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1349122004940
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349122005064
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349122005302
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349122013413
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349122027265
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349122027551
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349122030134
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349122030929
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349122063239
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349122066506
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349122087836
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349122104817
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349122188293
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349122243653
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1349122243658
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349122243826
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349122246919
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349122266210
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349122283003
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1349122283009
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349122283170
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1349122357462
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349122472180
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1349122472185
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1349122472410
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349122474869
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349122501392
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349122502351
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349122502620
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349122511371
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349122512240
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349122561762
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349122565779
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349123126758
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1349123129568
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349123133857
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349123133909
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1349123138535
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349123139053
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1349123144803
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1349123145170
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349123319162
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349126420135
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349126428526
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1349137453681
